CCEmails,District,EmailAddress,ID,Name,Phone,Province,Status
,Tsholotsho,,ZW050634,Nshaba Rural Health Centre,+263777146906,Matabeleland North,active
,Tsholotsho,,ZW050696,Kapane Rural Health Centre,+263774151355,Matabeleland North,active
,Tsholotsho,,ZW050697,Mpanedziba Rural Health Centre,+263774151357,Matabeleland North,active
,Tsholotsho,,ZW050698,Sikente Rural Health Centre,+263774151368,Matabeleland North,active
,Umguza,,ZW050701,Umguza RDC Clinic,+263783283057,Matabeleland North,active
,Umguza,,ZW050703,Igusi Rural Health Centre,+263777146916,Matabeleland North,active
,Umguza,,ZW05070A,Nyamandlovu District Hospital,+263783283052,Matabeleland North,active
,Umguza,,ZW050720,Rose Camp ZRP Clinic,+263783283048,Matabeleland North,active
,Umguza,,ZW050722,Khami ZPS Clinic,+263783283043,Matabeleland North,active
,Umguza,,ZW050728,Redwood Clinic,+263774151411,Matabeleland North,active
,Umguza,,ZW050729,Ntabazinduna Clinic URDC Council,+263774151397,Matabeleland North,active
,Umguza,,ZW050733,Mbembesi Clinic,+263774157463,Matabeleland North,active
,Umguza,,ZW050753,Portland Holdings(Unicem) Clinic,+263783283058,Matabeleland North,active
,Umguza,,ZW050765,Imbizo Barracks ZNA  Hospital,+263783283054,Matabeleland North,active
,Umguza,,ZW050785,Ntabazinduna ZPS Clinic,+263783283051,Matabeleland North,active
,Umguza,,ZW050788,Ntabazinduna ZRP Camp Clinic,+263783283042,Matabeleland North,active
,Umguza,,ZW050791,St James Clinic,+263783283055,Matabeleland North,active
,Umguza,,ZW050797,Induna ZNA Clinic,+263783283045,Matabeleland North,active
,Umguza,,ZW050798,Umuntu Clinic,+263774159649,Matabeleland North,active
,Beitbridge,,ZW060104,Majini Rural Health Centre,+263774151582,Matabeleland South,active
,Beitbridge,,ZW060106,Shabwe Rural Health Centre,+263774151423,Matabeleland South,active
,Beitbridge,,ZW060109,Nottingham Rural Health Centre,+263774151507,Matabeleland South,active
,Beitbridge,,ZW060127,Masera Clinic,+263774151513,Matabeleland South,active
,Beitbridge,,ZW060128,Swereki Clinic,+263774151553,Matabeleland South,active
,Beitbridge,,ZW060129,Shashe Clinic,+263774151531,Matabeleland South,active
,Beitbridge,,ZW060130,Tongwe Clinic,+263774151467,Matabeleland South,active
,Beitbridge,,ZW060131,Zezani Clinic,+263774151609,Matabeleland South,active
,Beitbridge,,ZW060176,Makakabule Clinic,+263774151505,Matabeleland South,active
,Bulilima,,ZW060201,Village 13 Rural Health Centre,+263774151711,Matabeleland South,active
,Bulilima,,ZW060202,Huwana Rural Health Centre,+263774151632,Matabeleland South,active
,Bulilima,,ZW060204,Makhulela Rural Health Centre,+263774151654,Matabeleland South,active
,Bulilima,,ZW060206,Matjinge Rural Health Centre,+263774151676,Matabeleland South,active
,Bulilima,,ZW060208,Nswazwi Rural Health Centre,+263774151706,Matabeleland South,active
,Bulilima,,ZW06020B,Lady Barring Rural Hospital,+263774151642,Matabeleland South,active
,Bulilima,,ZW06020C,Lady Stanley Rural Hospital,+263774151643,Matabeleland South,active
,Bulilima,,ZW060228,Madlambudzi Clinic,+263774151644,Matabeleland South,active
,Bulilima,,ZW060230,Ndiweni Clinic,+263774151689,Matabeleland South,active
,Bulilima,,ZW060231,Sikhathini Clinic,+263774151708,Matabeleland South,active
,Bulilima,,ZW060235,Masendu Rural Health Centre,+263774151671,Matabeleland South,active
,Bulilima,,ZW060291,Solusi Clinic,+263774151710,Matabeleland South,active
,Gwanda,,ZW060301,Gungwe Clinic,+263774151789,Matabeleland South,active
,Gwanda,,ZW060302,Makwe Clinic,+263774151733,Matabeleland South,active
,Gwanda,,ZW060303,Nhwali Clinic,+263783283069,Matabeleland South,active
,Gwanda,,ZW060304,Gwanda ZPS Clinic,+263783283061,Matabeleland South,active
,Gwanda,,ZW060305,Simbumbumbu Clinic,+263774151721,Matabeleland South,active
,Gwanda,,ZW060306,Stanmore Clinic,+263774151715,Matabeleland South,active
,Gwanda,,ZW060307,Gwanda ZRP Camp Clinic,+263783283053,Matabeleland South,active
,Gwanda,,ZW06030A,Gwanda Provincial Hospital,+263771120250,Matabeleland South,active
,Gwanda,,ZW06030B,Manama Hospital,+263783283068,Matabeleland South,active
,Gwanda,,ZW06030C,Mtshabezi Mission Hospital,+263774151716,Matabeleland South,active
,Gwanda,,ZW060326,Kafusi Clinic,+263783283067,Matabeleland South,active
,Gwanda,,ZW060327,Mashaba Clinic,+263783283063,Matabeleland South,active
,Gwanda,,ZW060328,Mzimuni Clinic,+263774151713,Matabeleland South,active
,Gwanda,,ZW060329,Ntalale Clinic,+263774151776,Matabeleland South,active
,Gwanda,,ZW060330,Sengezane Clinic,+263774151772,Matabeleland South,active
,Gwanda,,ZW060332,Sitezi Clinic,+263774151732,Matabeleland South,active
,Gwanda,,ZW060333,Lushongwe Clinic,+263774151738,Matabeleland South,active
,Gwanda,,ZW060334,Mapate Clinic,+263783283064,Matabeleland South,active
,Gwanda,,ZW060362,Phakama Polyclinic,+263783283070,Matabeleland South,active
,Gwanda,,ZW060363,Selonga Clinic,+263774151811,Matabeleland South,active
,Gwanda,,ZW060379,Jessie Clinic,+263774151744,Matabeleland South,active
,Gwanda,,ZW060380,Vubachikwe Mine Clinic,+263783283065,Matabeleland South,active
,Gwanda,,ZW060382,Zimcan Clinic,+263774151746,Matabeleland South,active
,Insiza,,ZW060402,Gwatemba Rural Health Centre,+263774151840,Matabeleland South,active
,Insiza,,ZW060403,Insiza Rural Health Centre,+263774151844,Matabeleland South,active
,Insiza,,ZW060405,Nkankezi Rural Health Centre,+263774151842,Matabeleland South,active
,Insiza,,ZW060407,Sanale Rural Health Centre,+263774151864,Matabeleland South,active
,Insiza,,ZW06040B,Shangani Rural Hospital,+263774151818,Matabeleland South,active
,Insiza,,ZW06040D,Wanezi Mission Hospital,+263774151839,Matabeleland South,active
,Insiza,,ZW060425,Singwango Clinic,+263774151877,Matabeleland South,active
,Insiza,,ZW060426,Zhulube Clinic,+263774152141,Matabeleland South,active
,Insiza,,ZW060427,Singwambizi Clinic,+263774151905,Matabeleland South,active
,Insiza,,ZW060428,Kombo Health Post,+263774151909,Matabeleland South,active
,Insiza,,ZW060477,Shangani Clinic,+263774151930,Matabeleland South,active
,Matobo,,ZW060502,Sankonjane Rural Health Centre,+263774152109,Matabeleland South,active
,Matobo,,ZW060503,Homestead Rural Health Centre,+263774152120,Matabeleland South,active
,Matobo,,ZW06050A,Maphisa District Hospital,+263783285152,Matabeleland South,active
,Matobo,,ZW06050B,Kezi Rural Hospital,+263774152051,Matabeleland South,active
,Matobo,,ZW06050C,Matobo Rural Hospital,+263783282925,Matabeleland South,active
,Matobo,,ZW06050D,Tshelanyemba Mission Hospital,+263774152033,Matabeleland South,active
,Matobo,,ZW060525,Mbembeswane Rural Health Centre,+263774152121,Matabeleland South,active
,Matobo,,ZW060581,Gulati Clinic,+263774152103,Matabeleland South,active
,Matobo,,ZW060591,Matopo Clinic,+263774152062,Matabeleland South,active
,Matobo,,ZW060593,Masiye Camp Health Post,+263774152134,Matabeleland South,active
,Umzingwane,,ZW060601,Kumbudzi Clinic,+263775284494,Matabeleland South,active
,Umzingwane,,ZW060602,Mbizingwe Clinic,+263775284502,Matabeleland South,active
,Umzingwane,,ZW060626,Habane Clinic,+263775284497,Matabeleland South,active
,Umzingwane,,ZW060627,Mawabeni Clinic,+263783285114,Matabeleland South,active
,Umzingwane,,ZW060628,Mhlahlandlela Clinic,+263736708295,Matabeleland South,active
,Umzingwane,,ZW060629,Nhlangano Clinic,+263775284493,Matabeleland South,active
,Umzingwane,,ZW060630,Nswazi Clinic,+263783285113,Matabeleland South,active
,Umzingwane,,ZW060631,Ntshamathe Clinic,+263775284499,Matabeleland South,active
,Umzingwane,,ZW060632,Irrisvale Clinic,+263775284492,Matabeleland South,active
,Umzingwane,,ZW060633,Mpisini Health Post,+263775284495,Matabeleland South,active
,Umzingwane,,ZW060676,How Mine Clinic,+263775284504,Matabeleland South,active
,Umzingwane,,ZW060684,Mzingwane High Clinic,+263775284500,Matabeleland South,active
,Mangwe,,ZW060703,Ingwizi Rural Health Centre,+263774151971,Matabeleland South,active
,Mangwe,,ZW060705,Marula Clinic,+263774151977,Matabeleland South,active
,Mangwe,,ZW060707,Mayobodo Rural Health Centre,+263774151978,Matabeleland South,active
,Mangwe,,ZW06070A,Plumtree District Hospital,+263783285142,Matabeleland South,active
,Mangwe,,ZW06070D,St Annes Mission Hospital (Brunapeg),+263774152029,Matabeleland South,active
,Mangwe,,ZW06070D,St Annes Mission Hospital (Brunapeg),+263774152029,Matabeleland South,active
,Mangwe,,ZW060727,Madabe Clinic,+263774151973,Matabeleland South,active
,Mangwe,,ZW060729,Mambale Clinic,+263774151975,Matabeleland South,active
,Mangwe,,ZW060732,Tshitshi Clinic,+263774152030,Matabeleland South,active
,Mangwe,,ZW060733,Sanzukwi Clinic,+263774152020,Matabeleland South,active
,Mangwe,,ZW060793,Plumtree ZPS Clinic,+263783285143,Matabeleland South,active
,Chirumhanzu,,ZW070103,Lynwood Clinic,+263774150269,Midlands Province,active
,Chirumhanzu,,ZW070104,Nyautonge Rural Health Centre,+263774150284,Midlands Province,active
,Chirumhanzu,,ZW070105,Nyikavanhu Clinic,+263774150286,Midlands Province,active
,Chirumhanzu,,ZW070106,Guramatunhu Clinic,+263774150263,Midlands Province,active
,Chirumhanzu,,ZW070109,Musena Rural Health Centre,+263774150278,Midlands Province,active
,Chirumhanzu,,ZW07010A,Mvuma District Hospital,+263783282994,Midlands Province,active
,Chirumhanzu,,ZW07010D,Holy Cross Mission Hospital,+263774150266,Midlands Province,active
,Chirumhanzu,,ZW07010E,Muvonde Mission Hospital,+263774150282,Midlands Province,active
,Chirumhanzu,,ZW070126,Hama Clinic,+263774150265,Midlands Province,active
,Chirumhanzu,,ZW070127,Siyahokwe Clinic,+263774150292,Midlands Province,active
,Chirumhanzu,,ZW070128,Mapiravana Clinic,+263774150273,Midlands Province,active
,Chirumhanzu,,ZW070145,Lalapanzi Clinic,+263774150267,Midlands Province,active
,Chirumhanzu,,ZW070151,ZIMASCO Clinic,+263774150295,Midlands Province,active
,Gokwe South,,ZW070201,Gwanyika Rural Health Centre,+263774150404,Midlands Province,active
,Gokwe North,,ZW070202,Kadzidirire Rural Health Centre,+263774150321,Midlands Province,active
,Gokwe North,,ZW070203,Madzivazvido Rural Health Centre,+263774150328,Midlands Province,active
,Gokwe North,,ZW070204,Musadzi Rural Health Centre,+263774150334,Midlands Province,active
,Gokwe North,,ZW070205,Mashame Rural Health Centre,+263774150332,Midlands Province,active
,Gokwe South,,ZW070206,Mateta Rural Health Centre,+263774150429,Midlands Province,active
,Gokwe North,,ZW070207,Norah Rural Health Centre,+263774150336,Midlands Province,active
,Gokwe North,,ZW070209,Simchembu Rural Health Centre,+263774150342,Midlands Province,active
,Gokwe South,,ZW07020C,Kana Mission Hospital,+263774150410,Midlands Province,active
,Gokwe North,,ZW070210,Tsungai Rural Health Centre,+263774150345,Midlands Province,active
,Gokwe South,,ZW070211,Svisvi Clinic,+263774150453,Midlands Province,active
,Gokwe South,,ZW070212,Zhamba Clinic,+263774150460,Midlands Province,active
,Gokwe South,,ZW070217,Mateme SDA Clinic,+263774150425,Midlands Province,active
,Gokwe South,,ZW070219,Jahana Clinic,+263774150407,Midlands Province,active
,Gokwe South,,ZW070224,Population Services Zimbabwe,+263774150444,Midlands Province,active
,Gokwe North,,ZW070227,Gumunyu Clinic,+263774150315,Midlands Province,active
,Gokwe South,,ZW070228,Jiri/ndoza Clinic,+263774150408,Midlands Province,active
,Gokwe North,,ZW070229,Kahobo Clinic,+263774150322,Midlands Province,active
,Gokwe South,,ZW070230,Krima Clinic,+263774150413,Midlands Province,active
,Gokwe North,,ZW070231,Kuwirirana Clinic,+263774150323,Midlands Province,active
,Gokwe South,,ZW070232,Mangidi Clinic,+263774150414,Midlands Province,active
,Gokwe South,,ZW070233,Manoti Clinic,+263774150418,Midlands Province,active
,Gokwe South,,ZW070234,Masuka Clinic,+263774150424,Midlands Province,active
,Gokwe South,,ZW070235,Msala Clinic,+263774150434,Midlands Province,active
,Gokwe South,,ZW070236,Musita Clinic,+263774150437,Midlands Province,active
,Gokwe South,,ZW070237,Nyamhunga Clinic,+263774150442,Midlands Province,active
,Gokwe South,,ZW070238,Sai Clinic,+263774150446,Midlands Province,active
,Gokwe South,,ZW070239,Tongwe Clinic,+263774150457,Midlands Province,active
,Gokwe North,,ZW070240,Zhomba Clinic,+263774150365,Midlands Province,active
,Gokwe South,,ZW070241,Mkoka Clinic,+263774150433,Midlands Province,active
,Gokwe South,,ZW070293,Manyoni Clinic,+263774150419,Midlands Province,active
,Gokwe North,,ZW070295,Nenyunga Clinic,+263774150335,Midlands Province,active
,Gokwe South,,ZW070296,Sessami Clinic,+263774150451,Midlands Province,active
,Gokwe North,,ZW070298,Rubatsiro Clinic,+263774150340,Midlands Province,active
,Gweru,,ZW070303,Mangwandi Rural Health Centre,+263774150494,Midlands Province,active
,Gweru,,ZW070304,Masvori Rural Health Centre,+263774150496,Midlands Province,active
,Gweru,,ZW070306,Ntabamhlope Rural Health Centre,+263774150499,Midlands Province,active
,Gweru,,ZW07030A,Gweru Provincial Hospital,+263783285169,Midlands Province,active
,Gweru,,ZW070316,Gweru ZRP Camp Clinic,+263783285168,Midlands Province,active
,Gweru,,ZW070326,Maboleni Clinic,+263774150486,Midlands Province,active
,Gweru,,ZW070327,Madikani Clinic,+263774150487,Midlands Province,active
,Gweru,,ZW070328,Makepesi Clinic,+263774150490,Midlands Province,active
,Gweru,,ZW070345,Somabhula Clinic,+263774150516,Midlands Province,active
,Gweru,,ZW070346,Vungu Clinic,+263774150525,Midlands Province,active
,Gweru,,ZW070347,Nyama Clinic,+263774150504,Midlands Province,active
,G,,ZW070362,Mkoba 1 Clinic,+263783283024,Midlands,active
,G,,ZW070363,Mkoba Polyclinic,+263783283025,Midlands,active
,G,,ZW070364,Mutapa Clinic,+263783285163,Midlands,active
,G,,ZW070366,Ivene Clinic,+263783285171,Midlands,active
,G,,ZW070367,Senga Clinic,+263783283027,Midlands,active
,G,,ZW070368,Totonga Clinic,+263774150761,Midlands,active
,G,,ZW070385,Gweru NRZ Clinic,+263783283028,Midlands,active
,G,,ZW070385,Gweru NRZ Clinic,+263783283028,Midlands,active
,Gweru,,ZW070391,Lower Gweru Clinic,+263774150483,Midlands Province,active
,Gweru,,ZW070392,St Patrick's Clinic,+263774150519,Midlands Province,active
,Kwekwe,,ZW070403,Mazebe Rural Health Centre,+263774150579,Midlands Province,active
,Kwekwe,,ZW070404,Msilahobe Rural Health Centre,+263774150593,Midlands Province,active
,Kwekwe,,ZW070405,Nyoni Rural Health Centre,+263774150606,Midlands Province,active
,Kwekwe,,ZW070409,Mayoka Clinic,+263774150575,Midlands Province,active
,Kwekwe,,ZW07040A,Kwekwe General Hospital,+263783283023,Midlands Province,active
,Kwekwe,,ZW07040B,Silobela District  Hospital,+263783283021,Midlands Province,active
,Kwekwe,,ZW07040C,Zhombe Mission Hospital,+263783282956,Midlands Province,active
,Kwekwe,,ZW070427,Malisa Joshepha Clinic,+263774150570,Midlands Province,active
,Kwekwe,,ZW070428,Malisa Zhombe Clinic,+263774150574,Midlands Province,active
,Kwekwe,,ZW070429,Ntabeni Clinic,+263774150604,Midlands Province,active
,Kwekwe,,ZW070430,Samambwa Clinic,+263774150641,Midlands Province,active
,Kwekwe,,ZW070431,Senkwazi Clinic,+263774150645,Midlands Province,active
,Kwekwe,,ZW070432,Sidakeni Clinic,+263774150647,Midlands Province,active
,Kwekwe,,ZW070433,Silobela Clinic,+263774150651,Midlands Province,active
,Kwekwe,,ZW070434,Simana Clinic,+263774150653,Midlands Province,active
,Kwekwe,,ZW070452,Rio Tinto Clinic,+263774150624,Midlands Province,active
,Kwekwe,,ZW070453,Mlezu Clinic,+263774150589,Midlands Province,active
,Kwekwe,,ZW070453,Mlezu Clinic,+263774150589,Midlands Province,active
,Kwekwe,,ZW070454,Torwood Polyclinic,+263783283015,Midlands Province,active
,Kwekwe,,ZW070459,Redcliff Clinic,+263783283020,Midlands Province,active
,Kwekwe,,ZW070462,Mbizo 1 Clinic,+263783283019,Midlands Province,active
,Kwekwe,,ZW070463,Mbizo 11 Clinic,+263783283018,Midlands Province,active
,Kwekwe,,ZW070464,Rutendo Clinic,+263774150639,Midlands Province,active
,Kwekwe,,ZW070465,Sebakwe Clinic,+263774150642,Midlands Province,active
,Kwekwe,,ZW070466,Sherwood Clinic,+263774150646,Midlands Province,active
,Kwekwe,,ZW070477,Jena Mines Clinic,+263774150563,Midlands Province,active
,Kwekwe,,ZW070484,Tiger Reef Clinic,+263774150655,Midlands Province,active
,Kwekwe,,ZW070485,Munyati Clinic,+263774150599,Midlands Province,active
,Kwekwe,,ZW070487,Kwekwe ZRP Camp Clinic,+263783283014,Midlands Province,active
,Mberengwa,,ZW070501,Gwarawa Rural Health Centre,+263774150723,Midlands Province,active
,Mberengwa,,ZW070502,Mataga Rural Health Centre,+263774150763,Midlands Province,active
,Mberengwa,,ZW070503,Mavorovondo Rural Health Centre,+263774150772,Midlands Province,active
,Mberengwa,,ZW070504,Murongwe Rural Health Centre,+263774150858,Midlands Province,active
,Mberengwa,,ZW070506,Vurasha Rural Health Centre,+263774150920,Midlands Province,active
,Mberengwa,,ZW070507,Wanezi Rural Health Centre,+263774150926,Midlands Province,active
,Mberengwa,,ZW070508,Kotokwe Rural Health Centre,+263774150748,Midlands Province,active
,Mberengwa,,ZW07050A,Mberengwa District Hospital,+263774150786,Midlands Province,active
,Mberengwa,,ZW07050B,Jeka Rural Hospital,+263774150746,Midlands Province,active
,Mberengwa,,ZW07050D,Munene Mission Hospital,+263783283012,Midlands Province,active
,Mberengwa,,ZW07050E,Musume Mission Hospital,+263774150866,Midlands Province,active
,Mberengwa,,ZW070529,Makuwerere Clinic,+263774150750,Midlands Province,active
,Mberengwa,,ZW070530,Matedzi Clinic,+263774150768,Midlands Province,active
,Mberengwa,,ZW070531,Mazivofa Clinic,+263774150784,Midlands Province,active
,Mberengwa,,ZW070532,Imbahuru Clinic,+263774150726,Midlands Province,active
,Mberengwa,,ZW070533,Mketi Clinic,+263774150800,Midlands Province,active
,Mberengwa,,ZW070534,Negove Clinic,+263774150887,Midlands Province,active
,Mberengwa,,ZW070535,Ingezi Clinic,+263774150745,Midlands Province,active
,Mberengwa,,ZW070536,Ngungumbane Clinic,+263774150895,Midlands Province,active
,Mberengwa,,ZW070537,Svita Clinic,+263774150917,Midlands Province,active
,Mberengwa,,ZW070538,Mponjani Clinic,+263774150825,Midlands Province,active
,Mberengwa,,ZW070539,Mposi Clinic,+263774150856,Midlands Province,active
,Mberengwa,,ZW070541,Vutsanana Clinic,+263774150921,Midlands Province,active
,Mberengwa,,ZW070578,Sandawana Clinic,+263774150904,Midlands Province,active
,Shurugwi,,ZW070605,Marishongwe Rural Health Centre,+263774150945,Midlands Province,active
,Shurugwi,,ZW070606,Rusike Rural Health Centre,+263774150967,Midlands Province,active
,Shurugwi,,ZW070607,Tana Rural Health Centre,+263774150971,Midlands Province,active
,Shurugwi,,ZW070608,Zvarota Rural Health Centre,+263774150977,Midlands Province,active
,Shurugwi,,ZW070609,Svika Rural Health Centre,+263774150970,Midlands Province,active
,Shurugwi,,ZW07060A,Shurugwi District Hospital,+263783283003,Midlands Province,active
,Shurugwi,,ZW07060B,Zvamabande Rural Hospital,+263774150991,Midlands Province,active
,Shurugwi,,ZW070626,Gundura Clinic,+263774150940,Midlands Province,inactive
,Shurugwi,,ZW070627,Mazivisa Clinic,+263783283005,Midlands Province,active
,Shurugwi,,ZW070645,Jobolinko Clinic,+263783283007,Midlands Province,active
,Shurugwi,,ZW070646,Makusha Clinic,+263783283008,Midlands Province,active
,Shurugwi,,ZW070647,Rockford Council Clinic,+263783283006,Midlands Province,active
,Shurugwi,,ZW070679,Quarry Gold Mine Clinic,+263774150956,Midlands Province,active
,Shurugwi,,ZW070691,Hanke Clinic,+263774150942,Midlands Province,active
,Shurugwi,,ZW070692,Pakame Clinic,+263774150949,Midlands Province,active
,Zvishavane,,ZW070701,Maketo Rural Health Centre,+263774151039,Midlands Province,active
,Zvishavane,,ZW070702,Mandava Clinic,+263783283000,Midlands Province,active
,Zvishavane,,ZW070703,Matenda Rural Health Centre,+263774151048,Midlands Province,active
,Zvishavane,,ZW070704,Vugwi Rural Health Centre,+263774151074,Midlands Province,active
,Zvishavane,,ZW070705,Vukuzenzele Rural Health Centre,+263774151080,Midlands Province,active
,Zvishavane,,ZW07070C,Shabane Mine Hospital,+263783282997,Midlands Province,active
,Zvishavane,,ZW070725,Gudo Clinic,+263774151019,Midlands Province,active
,Zvishavane,,ZW070726,Mabasa Clinic,+263774151038,Midlands Province,active
,Zvishavane,,ZW070727,Mapanzure Clinic,+263774151045,Midlands Province,active
,Zvishavane,,ZW070728,Mrowa Clinic,+263774151067,Midlands Province,active
,Zvishavane,,ZW070729,Mtambi Clinic,+263774151072,Midlands Province,active
,Zvishavane,,ZW070730,Welezi Clinic,+263774151084,Midlands Province,active
,Zvishavane,,ZW070777,Mimosa Mine Clinic,+263783283001,Midlands Province,active
,Zvishavane,,ZW070778,Zvishavane Medical Centre,+263783282995,Midlands Province,active
,Zvishavane,,ZW070780,Zvishavane ZPS Clinic,+263783282998,Midlands Province,active
,Zvishavane,,ZW070785,Zvishavane ZRP Camp Clinic,+263783282999,Midlands Province,active
,Zvishavane,,ZW070787,Mhondongori Rural Health Centre,+263774151059,Midlands Province,active
,Bikita,,ZW080105,Mukore Rural Health Centre,+263774149463,Masvingo,active
,Makoni,,ZW010429,Dumbabwe Clinic,+263774147834,Manicaland,active
,Mutare,,ZW010507,St Werburghs Clinic,+263774148347,Manicaland,active
,Makoni,,ZW01040A,Rusape District Hospital,+263783279394,Manicaland,active
,Makoni,,ZW010482,Mukuwapasi Rehab Clinic,+263774147972,Manicaland,active
,Makoni,,ZW010426,Chikore Clinic MAKONI,+263774147795,Manicaland,active
,Masvingo,,ZW080533,Shumba Clinic,+263774149649,Masvingo,active
,Masvingo,,ZW080534,Zimuto BC Clinic,+263774149677,Masvingo,active
,Masvingo,,ZW080534,Zimuto BC Clinic,+263774149677,Masvingo,inactive
,Masvingo,,ZW080534,Zimuto BC Clinic,+263774149677,Masvingo,inactive
,Masv,,ZW080535,Mucheke Clinic,+263783285128,Masvingo,active
,Masvingo,,ZW080536,Zano Clinic,+263774149673,Masvingo,active
,Masvingo,,ZW080543,Zvamahande CLINIC,+263774149684,Masvingo,active
,Masvingo,,ZW080544,Ngomahuru Rural Health Centre,+263774149624,Masvingo,active
,Masvingo,,ZW080576,Renco Mine Clinic,+263774149644,Masvingo,active
,Masv,,ZW080583,Runyararo Clinic,+263783285127,Masvingo,active
,Masv,,ZW080583,Runyararo Clinic,+263783285127,Masvingo,active
,Masvingo,,ZW080592,Shonganiso Clinic,+263774149646,Masvingo,active
,Masvingo,,ZW080593,Zimuto Mission Clinic,+263774149682,Masvingo,active
,Makoni,,ZW01040E,St Michael's Tanda Mission Hospital,+263774148072,Manicaland,active
,Mwenezi,,ZW080632,Marinda Clinic,+263774150193,Masvingo,active
,Mwenezi,,ZW08060A,Neshuro District Hospital,+263783285122,Masvingo,active
,Masvingo,,ZW080532,Rukovo Clinic,+263774149645,Masvingo,active
,Mutasa,,ZW010643,Zongoro Clinic,+263774148930,Manicaland,active
,Mutare,,ZW010534,Chitaka Clinic,+263783279373,Manicaland,active
